,titles,descriptions,links
11,Minister kreeg al weken signalen over dreigende tekorten in verpleeghuizen,Minister De Jonge zei gisteren dat de snelle opmars van corona in verpleeghuizen mogelijk verband houdt met het tekort aan beschermingsmiddelen.,https://www.nos.nl/artikel/2330830-minister-kreeg-al-weken-signalen-over-dreigende-tekorten-in-verpleeghuizen.html
12,Dit zijn de eerste contouren van de anderhalvemetermaatschappij,"Bedrijfssectoren schaven druk aan plannen hoe zij in coronatijd verantwoord hun deuren kunnen openen als maatregelen worden afgeschaald. Hoe ziet dan een bezoek aan een pretpark, concert of college er uit?",https://www.nos.nl/artikel/2330828-dit-zijn-de-eerste-contouren-van-de-anderhalvemetermaatschappij.html
13,"Over twee weken weer intercity's, maar alleen voor vitale beroepen","Vanaf woensdag 29 april rijden er weer overal intercity's, minder dan normaal en vooral niet bedoeld voor een uitje, zegt NS. ",https://www.nos.nl/artikel/2330826-over-twee-weken-weer-intercity-s-maar-alleen-voor-vitale-beroepen.html
14,Vijf aanhoudingen na grote vangst cocaïne in Rotterdamse haven,De lading van 1459 kilo drugs werd gevonden in een container uit Brazilië na een tip.,https://www.nos.nl/artikel/2330825-vijf-aanhoudingen-na-grote-vangst-cocaine-in-rotterdamse-haven.html
15,Duizenden euro's voor een kort filmpje: zo werkt de industrie achter viral video's,Viral-bedrijven speuren dagelijks het internet af naar potentiële viral-video's. Waarom? ,https://www.nos.nl/artikel/2330820-duizenden-euro-s-voor-een-kort-filmpje-zo-werkt-de-industrie-achter-viral-video-s.html
16,"'Sommige kinderen waren stil, na een paar dagen school zie je ze opbloeien'","De NOS volgt mensen die werken in vitale beroepen tijdens de coronacrisis. Vandaag Ruben Speksnijder, leerkracht op een basisschool in Den Haag.",https://www.nos.nl/artikel/2330817-sommige-kinderen-waren-stil-na-een-paar-dagen-school-zie-je-ze-opbloeien.html
17,Politieopleiding een jaar korter in strijd tegen tekort aan agenten,De komende jaren vertrekken 17.000 oudere politiemensen. Er liggen nu afspraken om de instroom te vergroten.,https://www.nos.nl/artikel/2330816-politieopleiding-een-jaar-korter-in-strijd-tegen-tekort-aan-agenten.html
18,Coronacijfers van 17 april: per dag 40 patiënten van de IC af,"Het aantal ziekenhuisopnames in Nederland blijft fors lager dan twee weken geleden, met 156 nieuwe opnames.",https://www.nos.nl/artikel/2330807-coronacijfers-van-17-april-per-dag-40-patienten-van-de-ic-af.html
19,Sterke toename WhatsApp-fraude in Midden-Nederland,Meestal gaat het om gevallen waarbij de oplichters zich via WhatsApp voordoen als een bekende van het slachtoffer.,https://www.nos.nl/artikel/2330794-sterke-toename-whatsapp-fraude-in-midden-nederland.html
20,"'Oversterfte' door corona blijft stabiel, blijkt uit CBS-cijfers ",Net als een week eerder stierven in Nederland in de week voor Pasen 2000 mensen meer dan gemiddeld.,https://www.nos.nl/artikel/2330786-oversterfte-door-corona-blijft-stabiel-blijkt-uit-cbs-cijfers.html
21,Privacywaakhond neemt zeven 'corona-apps' onder de loep,De Autoriteit Persoonsgegevens onderzoekt of zeven voorstellen voor 'corona-apps' aan de privacyvoorwaarden voldoen. Er waren 750 voorstellen ingediend.,https://www.nos.nl/artikel/2330785-privacywaakhond-neemt-zeven-corona-apps-onder-de-loep.html
22,Politie door het stof over dode in zorginstelling Wageningen,"Na de eerste 112-melding had de politie in actie moeten komen, concludeert de politie. ",https://www.nos.nl/artikel/2330784-politie-door-het-stof-over-dode-in-zorginstelling-wageningen.html
23,Macron: Nederland zet Europese Unie op het spel,"Nederland, en ook andere Europese landen, zijn volgens de Franse president niet solidair met Italië dat zwaar is getroffen door de coronacrisis.",https://www.nos.nl/artikel/2330773-macron-nederland-zet-europese-unie-op-het-spel.html
24,Minder of geen thuiszorg: 'Mensen worden eenzaam',"Volgens de Patiëntenfederatie zeggen cliënten de zorg af, bijvoorbeeld omdat ze bang zijn dat ze besmet worden door thuiszorgmedewerkers.",https://www.nos.nl/artikel/2330763-minder-of-geen-thuiszorg-mensen-worden-eenzaam.html
